Network: Temporal4DFlowNet
Initial learning rate: 0.0002
Accuracy metric: val_loss
Divergence weight: 0
epoch, train_loss,val_loss,train_accuracy,val_accuracy,train_mse,train_cos_sim,val_mse,train_div,val_div,val_cos_sim,l2_reg_loss, learning rate, elapsed (sec), best_model, benchmark_err, benchmark_rel_err, benchmark_mse, benchmark_divloss
40,0.00105,0.00088,30.48063,33.29531,0.00016,0.72628,0.00011,0.00000,0.00000,0.69044,0.00011,0.000200,644.6
41,0.00102,0.00070,30.04241,31.38437,0.00014,0.72763,0.00007,0.00000,0.00000,0.69860,0.00011,0.000200,643.7
42,0.00106,0.00068,30.58716,30.61879,0.00016,0.72598,0.00006,0.00000,0.00000,0.69861,0.00012,0.000200,642.8,**
43,0.00101,0.00078,30.02764,32.86257,0.00014,0.72767,0.00008,0.00000,0.00000,0.69730,0.00011,0.000200,643.5
44,0.00103,0.00077,30.25789,33.74811,0.00015,0.72703,0.00008,0.00000,0.00000,0.70363,0.00011,0.000200,644.1
45,0.00101,0.00068,29.92318,30.94629,0.00014,0.72800,0.00006,0.00000,0.00000,0.70346,0.00011,0.000200,644.5
46,0.00102,0.00071,30.14327,33.00923,0.00015,0.72729,0.00007,0.00000,0.00000,0.69890,0.00011,0.000200,643.0
47,0.00100,0.00068,29.89101,31.05744,0.00014,0.72811,0.00006,0.00000,0.00000,0.70048,0.00011,0.000200,643.2
48,0.00102,0.00070,30.10877,30.81749,0.00015,0.72745,0.00006,0.00000,0.00000,0.69623,0.00011,0.000200,643.2
49,0.00101,0.00068,29.93967,30.90452,0.00014,0.72793,0.00006,0.00000,0.00000,0.69798,0.00011,0.000200,641.3
50,0.00104,0.00068,30.34486,30.49117,0.00016,0.72668,0.00006,0.00000,0.00000,0.69541,0.00011,0.000200,645.5,**
51,0.00101,0.00070,29.89114,32.30083,0.00014,0.72814,0.00007,0.00000,0.00000,0.69004,0.00011,0.000200,644.6
52,0.00100,0.00067,29.80135,30.50292,0.00014,0.72836,0.00006,0.00000,0.00000,0.69898,0.00011,0.000200,647.1,**
53,0.00099,0.00067,29.73778,30.67697,0.00014,0.72854,0.00006,0.00000,0.00000,0.69764,0.00011,0.000200,646.7
54,0.00101,0.00070,29.96948,31.63885,0.00015,0.72791,0.00006,0.00000,0.00000,0.70122,0.00011,0.000200,646.3
55,0.00099,0.00078,29.74239,33.17341,0.00014,0.72851,0.00007,0.00000,0.00000,0.70649,0.00011,0.000200,647.0
56,0.00100,0.00070,29.84484,31.49827,0.00014,0.72827,0.00007,0.00000,0.00000,0.69564,0.00011,0.000200,646.7
57,0.00102,0.00072,29.98820,32.22978,0.00015,0.72790,0.00007,0.00000,0.00000,0.70030,0.00012,0.000200,646.7
58,0.00099,0.00070,29.70150,31.14600,0.00014,0.72870,0.00006,0.00000,0.00000,0.69539,0.00011,0.000200,646.4
59,0.00101,0.00079,29.98182,34.40272,0.00015,0.72792,0.00007,0.00000,0.00000,0.69584,0.00011,0.000200,645.3
60,0.00099,0.00068,29.61843,31.68949,0.00013,0.72888,0.00006,0.00000,0.00000,0.69571,0.00011,0.000200,645.8
61,0.00100,0.00066,29.75517,30.44071,0.00014,0.72854,0.00006,0.00000,0.00000,0.70371,0.00011,0.000200,644.4,**
62,0.00099,0.00072,29.63664,32.00113,0.00014,0.72890,0.00007,0.00000,0.00000,0.69486,0.00011,0.000200,645.7
63,0.00101,0.00066,29.99347,30.44612,0.00015,0.72783,0.00006,0.00000,0.00000,0.70004,0.00011,0.000200,646.3
64,0.00099,0.00073,29.68198,31.79343,0.00014,0.72873,0.00007,0.00000,0.00000,0.68994,0.00011,0.000200,645.9
65,0.00098,0.00069,29.46856,31.67697,0.00013,0.72928,0.00006,0.00000,0.00000,0.70021,0.00011,0.000200,643.8
66,0.00098,0.00069,29.54208,31.24530,0.00014,0.72912,0.00006,0.00000,0.00000,0.69845,0.00011,0.000200,645.3
67,0.00100,0.00067,29.81659,30.24047,0.00014,0.72831,0.00006,0.00000,0.00000,0.70086,0.00011,0.000200,645.1
68,0.00099,0.00068,29.57435,31.21742,0.00014,0.72905,0.00006,0.00000,0.00000,0.69522,0.00011,0.000200,645.9
69,0.00100,0.00068,29.81141,30.75193,0.00014,0.72836,0.00006,0.00000,0.00000,0.69456,0.00011,0.000200,645.5
70,0.00099,0.00067,29.49925,30.41409,0.00014,0.72916,0.00006,0.00000,0.00000,0.69669,0.00011,0.000200,645.3
71,0.00100,0.00077,29.79206,33.80412,0.00014,0.72837,0.00007,0.00000,0.00000,0.70357,0.00011,0.000200,645.6
72,0.00098,0.00068,29.41596,30.63185,0.00013,0.72950,0.00006,0.00000,0.00000,0.69173,0.00011,0.000200,644.5
73,0.00099,0.00071,29.60821,32.54519,0.00014,0.72893,0.00006,0.00000,0.00000,0.69816,0.00011,0.000200,646.2
74,0.00097,0.00067,29.36764,30.90623,0.00013,0.72959,0.00006,0.00000,0.00000,0.70310,0.00011,0.000200,645.0
75,0.00098,0.00070,29.41960,31.95191,0.00013,0.72949,0.00006,0.00000,0.00000,0.70103,0.00011,0.000200,645.9
76,0.00099,0.00066,29.61443,30.46343,0.00014,0.72885,0.00006,0.00000,0.00000,0.70165,0.00011,0.000200,645.0
77,0.00101,0.00070,29.80042,32.01263,0.00015,0.72845,0.00006,0.00000,0.00000,0.69993,0.00011,0.000200,645.9
78,0.00097,0.00066,29.23707,30.01678,0.00013,0.72996,0.00006,0.00000,0.00000,0.69786,0.00011,0.000200,645.3
79,0.00097,0.00067,29.31782,30.85926,0.00013,0.72973,0.00006,0.00000,0.00000,0.70091,0.00011,0.000200,644.9
80,0.00099,0.00068,29.55859,30.54344,0.00014,0.72906,0.00006,0.00000,0.00000,0.68983,0.00011,0.000200,642.5
81,0.00096,0.00067,29.22178,31.11952,0.00013,0.73002,0.00006,0.00000,0.00000,0.69984,0.00011,0.000200,645.2
82,0.00100,0.00067,29.71487,30.74769,0.00014,0.72867,0.00006,0.00000,0.00000,0.69561,0.00011,0.000200,644.5
83,0.00098,0.00067,29.45521,29.95818,0.00013,0.72932,0.00006,0.00000,0.00000,0.69847,0.00011,0.000200,650.4
84,0.00099,0.00066,29.54074,30.12550,0.00014,0.72907,0.00006,0.00000,0.00000,0.69974,0.00011,0.000200,649.1
85,0.00099,0.00070,29.53086,32.40421,0.00014,0.72912,0.00006,0.00000,0.00000,0.69938,0.00011,0.000200,648.0
86,0.00098,0.00067,29.37488,30.71908,0.00013,0.72963,0.00006,0.00000,0.00000,0.70001,0.00011,0.000200,651.0
87,0.00101,0.00069,29.76106,31.13323,0.00015,0.72857,0.00006,0.00000,0.00000,0.70149,0.00011,0.000200,647.8
88,0.00096,0.00067,29.06331,31.02382,0.00012,0.73044,0.00006,0.00000,0.00000,0.70410,0.00011,0.000200,648.9
89,0.00098,0.00065,29.38733,30.09281,0.00013,0.72961,0.00005,0.00000,0.00000,0.70233,0.00011,0.000200,647.7,**
90,0.00096,0.00066,29.19642,30.01681,0.00013,0.73009,0.00006,0.00000,0.00000,0.69849,0.00011,0.000200,647.8
91,0.00098,0.00067,29.39151,30.05706,0.00013,0.72955,0.00006,0.00000,0.00000,0.69928,0.00011,0.000200,645.8
92,0.00099,0.00068,29.46152,31.62048,0.00014,0.72936,0.00006,0.00000,0.00000,0.69954,0.00011,0.000200,647.4
93,0.00096,0.00075,29.13540,33.45843,0.00013,0.73024,0.00007,0.00000,0.00000,0.68234,0.00011,0.000200,649.1
94,0.00098,0.00067,29.40194,30.60386,0.00014,0.72956,0.00006,0.00000,0.00000,0.70006,0.00011,0.000200,647.2
95,0.00097,0.00068,29.29778,30.37156,0.00013,0.72988,0.00006,0.00000,0.00000,0.69360,0.00011,0.000200,647.1
96,0.00098,0.00066,29.39200,30.04963,0.00014,0.72955,0.00006,0.00000,0.00000,0.69998,0.00011,0.000200,644.9
97,0.00097,0.00067,29.16226,30.78270,0.00013,0.73018,0.00006,0.00000,0.00000,0.70053,0.00011,0.000200,646.1
98,0.00099,0.00069,29.56365,31.25764,0.00014,0.72899,0.00006,0.00000,0.00000,0.69946,0.00012,0.000200,646.5
99,0.00099,0.00065,29.49608,29.97918,0.00014,0.72928,0.00006,0.00000,0.00000,0.69839,0.00011,0.000200,646.1
100,0.00098,0.00066,29.31529,30.04056,0.00013,0.72976,0.00006,0.00000,0.00000,0.70288,0.00011,0.000200,646.1
101,0.00096,0.00078,29.08989,34.32483,0.00013,0.73037,0.00008,0.00000,0.00000,0.69333,0.00011,0.000200,647.1
102,0.00098,0.00066,29.27454,30.47819,0.00013,0.72981,0.00006,0.00000,0.00000,0.69522,0.00011,0.000200,648.1
103,0.00096,0.00066,29.09713,30.45669,0.00013,0.73038,0.00006,0.00000,0.00000,0.70304,0.00011,0.000200,645.8
104,0.00097,0.00066,29.17505,30.61839,0.00013,0.73012,0.00006,0.00000,0.00000,0.70221,0.00011,0.000200,646.2
105,0.00096,0.00067,29.10167,30.64902,0.00013,0.73039,0.00006,0.00000,0.00000,0.70084,0.00011,0.000200,644.7
106,0.00098,0.00065,29.40259,29.65949,0.00014,0.72955,0.00005,0.00000,0.00000,0.69944,0.00011,0.000200,644.0
107,0.00096,0.00066,29.10802,30.41484,0.00013,0.73037,0.00006,0.00000,0.00000,0.70141,0.00011,0.000200,645.4
108,0.00097,0.00068,29.15520,31.29134,0.00013,0.73018,0.00006,0.00000,0.00000,0.70133,0.00011,0.000200,646.0
109,0.00096,0.00066,29.07997,30.08109,0.00013,0.73040,0.00006,0.00000,0.00000,0.70237,0.00011,0.000200,645.8
110,0.00097,0.00066,29.13706,30.55229,0.00013,0.73029,0.00006,0.00000,0.00000,0.70369,0.00011,0.000200,645.4
111,0.00098,0.00065,29.29587,30.44713,0.00014,0.72984,0.00006,0.00000,0.00000,0.69924,0.00011,0.000200,646.4
112,0.00095,0.00066,28.88859,30.47633,0.00012,0.73088,0.00006,0.00000,0.00000,0.70284,0.00011,0.000200,645.2
113,0.00097,0.00066,29.17708,30.26575,0.00013,0.73019,0.00006,0.00000,0.00000,0.70160,0.00011,0.000200,646.9
114,0.00096,0.00065,29.06885,30.05036,0.00013,0.73045,0.00006,0.00000,0.00000,0.69812,0.00011,0.000200,647.1
115,0.00096,0.00066,29.10620,30.41513,0.00013,0.73034,0.00006,0.00000,0.00000,0.70399,0.00011,0.000200,645.8
116,0.00097,0.00066,29.13136,30.44247,0.00013,0.73020,0.00006,0.00000,0.00000,0.69801,0.00011,0.000200,645.4
117,0.00097,0.00065,29.11464,30.31913,0.00013,0.73033,0.00006,0.00000,0.00000,0.70065,0.00011,0.000200,644.0
118,0.00097,0.00066,29.13285,30.19536,0.00013,0.73019,0.00006,0.00000,0.00000,0.70180,0.00011,0.000200,643.4
119,0.00096,0.00079,29.03665,33.15986,0.00013,0.73057,0.00008,0.00000,0.00000,0.68737,0.00011,0.000200,645.0
120,0.00096,0.00066,28.98997,30.40301,0.00013,0.73064,0.00006,0.00000,0.00000,0.69813,0.00011,0.000200,646.0
121,0.00098,0.00065,29.34721,29.84415,0.00014,0.72964,0.00006,0.00000,0.00000,0.69936,0.00011,0.000200,643.7
122,0.00094,0.00066,28.78917,29.82425,0.00012,0.73115,0.00005,0.00000,0.00000,0.70239,0.00011,0.000200,643.9
123,0.00098,0.00067,29.28718,30.12973,0.00014,0.72988,0.00006,0.00000,0.00000,0.69683,0.00011,0.000200,645.4
124,0.00096,0.00070,29.08626,31.35131,0.00013,0.73039,0.00006,0.00000,0.00000,0.69479,0.00011,0.000200,644.9
125,0.00095,0.00066,28.91238,30.06198,0.00013,0.73085,0.00006,0.00000,0.00000,0.70011,0.00011,0.000200,645.7
126,0.00096,0.00069,29.04893,31.03532,0.00013,0.73053,0.00006,0.00000,0.00000,0.70102,0.00011,0.000200,645.5
127,0.00095,0.00071,28.91395,30.40112,0.00013,0.73080,0.00006,0.00000,0.00000,0.69452,0.00011,0.000200,644.4
128,0.00097,0.00065,29.11004,30.25306,0.00013,0.73026,0.00006,0.00000,0.00000,0.69983,0.00011,0.000200,643.1
129,0.00095,0.00065,28.92637,29.83379,0.00013,0.73081,0.00006,0.00000,0.00000,0.69882,0.00011,0.000200,644.0
130,0.00096,0.00065,29.02546,30.97321,0.00013,0.73049,0.00005,0.00000,0.00000,0.70393,0.00011,0.000200,644.2

Training Temporal4DFlowNet completed! - name: Temporal4DFlowNet_20250926-2117
Total training time: 23.0 hrs 21.0 mins 48 secs.
Finished at Sat Sep 27 20:39:29 2025
==================== END TRAINING =================
